Math,Physics,Chemistry,Biology,CS,Commerce,Recommended_Stream
100,60,45,45,40,90,Commerce
65,81,66,100,44,68,Arts
60,78,82,55,85,81,Arts
90,65,100,95,37,79,Engineering
34,58,84,85,77,85,Arts
93,67,97,93,75,96,Engineering
82,98,96,35,75,47,Engineering
61,89,76,43,71,68,Commerce
79,60,93,50,88,57,Arts
93,33,73,70,33,95,Commerce
97,31,65,54,51,84,Commerce
82,52,72,58,71,41,Arts
85,100,100,40,78,42,Engineering
70,51,34,88,94,57,Commerce
42,89,44,32,33,80,Commerce
41,91,55,36,84,62,Commerce
78,89,36,59,100,90,Commerce
100,90,59,74,81,54,Engineering
97,35,40,84,80,50,Commerce
68,38,98,94,61,70,Arts
74,57,72,98,32,68,Commerce
47,43,82,47,95,35,Arts
35,47,94,30,59,51,Arts
54,43,67,39,34,75,Commerce
74,81,54,51,30,72,Commerce
68,83,89,70,93,88,Commerce
41,50,40,56,76,90,Arts
96,50,38,80,82,55,Commerce
51,87,79,89,99,99,Commerce
50,75,63,51,76,53,Commerce
90,69,74,50,86,71,Arts
82,77,67,57,95,86,Commerce
88,38,83,62,51,81,Commerce
37,82,58,50,62,66,Arts
93,45,47,98,84,60,Arts
30,98,37,95,90,70,Arts
57,92,61,48,74,57,Commerce
60,46,44,45,31,55,Commerce
67,90,44,80,38,63,Commerce
40,98,73,85,37,97,Arts
93,96,50,99,79,92,Commerce
97,68,92,43,90,90,Engineering
96,56,66,65,52,96,Commerce
60,83,84,72,66,73,Arts
93,70,43,96,100,35,Arts
77,71,30,65,59,59,Commerce
37,92,31,49,84,90,Commerce
97,36,69,80,92,48,Arts
55,59,63,57,64,59,Commerce
98,45,54,77,88,89,Commerce
71,76,88,81,59,62,Arts
60,68,80,37,55,99,Commerce
64,85,61,34,41,94,Commerce
30,76,92,49,90,41,Arts
64,69,51,72,39,81,Commerce
95,88,55,66,94,97,Commerce
43,62,54,90,87,89,Arts
82,39,99,73,70,39,Arts
59,37,53,80,82,45,Arts
56,60,51,92,49,54,Arts
82,56,64,65,57,63,Commerce
53,47,77,36,68,96,Commerce
81,78,69,69,89,84,Commerce
43,93,47,64,84,61,Arts
68,77,79,79,50,64,Arts
63,54,88,96,51,96,Commerce
79,93,67,87,48,80,Arts
44,32,74,59,100,43,Arts
59,98,50,41,43,68,Commerce
60,69,89,62,70,95,Commerce
63,70,46,87,69,55,Commerce
78,52,39,34,67,63,Arts
65,38,50,95,73,78,Commerce
100,36,67,97,36,61,Commerce
75,42,97,32,88,66,Commerce
66,51,95,87,89,43,Arts
56,85,44,40,56,71,Commerce
94,36,84,67,71,60,Commerce
45,63,62,45,61,34,Commerce
83,70,91,40,31,64,Arts
35,37,79,61,44,77,Arts
91,57,40,53,32,55,Commerce
64,35,68,78,95,72,Arts
48,96,56,60,39,41,Arts
36,75,95,64,88,72,Arts
71,32,47,38,93,65,Arts
91,38,51,62,50,40,Arts
74,41,90,38,35,95,Commerce
91,93,65,51,79,81,Engineering
93,58,67,53,31,45,Arts
97,72,42,34,30,83,Commerce
38,100,34,33,53,31,Arts
65,58,93,49,50,100,Commerce
45,99,61,60,77,95,Arts
78,99,36,70,84,98,Commerce
72,75,85,47,60,93,Commerce
73,63,72,39,100,60,Arts
52,69,92,81,83,34,Arts
51,35,56,79,30,86,Commerce
62,75,90,47,38,75,Commerce
76,86,61,40,67,33,Arts
64,97,95,93,77,39,Medical
73,63,99,52,97,68,Arts
73,30,65,99,35,83,Arts
82,30,89,47,90,81,Commerce
75,70,33,73,31,54,Arts
88,74,32,60,35,63,Arts
38,32,49,51,78,75,Commerce
73,41,78,86,87,72,Arts
74,93,91,69,48,70,Arts
42,54,90,37,59,43,Arts
90,91,33,79,44,65,Arts
46,61,91,100,90,92,Arts
67,71,65,77,50,69,Arts
94,34,67,51,43,87,Commerce
61,84,34,52,44,60,Arts
100,100,55,84,59,58,Engineering
38,42,63,42,65,83,Commerce
30,49,74,69,43,80,Commerce
46,70,60,56,56,50,Arts
30,36,47,45,82,33,Arts
51,77,45,51,47,84,Arts
58,80,90,96,86,69,Medical
86,80,74,94,49,41,Arts
37,98,50,99,84,60,Arts
75,82,32,71,48,64,Arts
32,93,54,71,48,80,Commerce
51,47,57,60,96,96,Commerce
96,41,89,98,64,45,Arts
90,97,61,47,81,37,Arts
40,100,47,53,58,67,Commerce
60,86,96,86,94,76,Arts
60,58,54,81,48,47,Arts
63,84,57,97,56,50,Arts
56,39,71,54,56,37,Arts
45,41,84,83,83,37,Commerce
78,67,87,53,32,64,Commerce
87,87,60,82,41,60,Commerce
38,72,79,35,65,41,Arts
49,97,56,50,73,77,Arts
42,88,78,38,73,59,Arts
54,56,62,60,80,63,Arts
47,94,71,56,97,78,Arts
48,79,68,92,98,52,Arts
69,95,89,50,31,95,Commerce
76,41,85,52,62,57,Commerce
61,84,78,75,45,94,Commerce
41,83,67,47,58,32,Arts
83,81,52,68,47,33,Arts
61,32,89,39,56,46,Arts
81,62,92,35,35,57,Arts
43,39,51,32,48,69,Arts
48,36,96,61,89,48,Arts
84,100,100,70,64,73,Engineering
82,93,66,87,84,89,Commerce
62,69,47,89,36,89,Commerce
98,61,79,100,81,63,Arts
96,100,42,69,32,55,Arts
82,65,97,61,63,35,Commerce
78,81,33,58,39,78,Commerce
42,88,95,82,90,90,Arts
83,58,90,46,61,69,Commerce
56,87,75,79,74,45,Commerce
69,78,84,76,95,92,Commerce
54,59,76,39,97,32,Arts
77,65,88,46,37,62,Commerce
48,40,49,81,46,100,Commerce
84,57,47,97,97,52,Arts
47,38,41,43,90,42,Arts
48,41,44,84,33,76,Commerce
66,50,60,97,61,50,Arts
38,30,40,43,69,89,Commerce
93,61,41,35,96,38,Commerce
35,81,46,50,72,94,Commerce
90,82,96,33,31,52,Engineering
40,53,84,86,39,67,Commerce
61,81,34,87,58,30,Commerce
32,88,55,67,79,68,Commerce
58,60,91,67,45,51,Commerce
66,54,51,86,93,45,Commerce
88,59,79,78,74,94,Commerce
55,40,81,34,65,68,Arts
42,93,74,35,54,51,Arts
58,48,90,38,55,74,Arts
69,51,96,76,100,51,Arts
69,32,39,34,75,46,Arts
96,77,90,60,77,81,Engineering
59,82,58,90,66,75,Arts
59,63,43,98,45,50,Arts
41,60,54,31,82,51,Commerce
79,42,43,89,39,95,Commerce
99,72,93,77,63,88,Engineering
30,78,37,96,64,58,Arts
50,50,51,96,35,66,Arts
56,63,49,33,69,68,Arts
59,88,33,83,64,55,Arts
43,82,73,34,57,66,Commerce
32,61,80,86,34,51,Commerce
74,85,42,46,68,83,Commerce
46,88,74,31,72,70,Commerce
90,90,39,63,69,56,Commerce
34,81,70,90,90,53,Arts
97,60,56,86,70,94,Commerce
52,86,100,37,52,32,Arts
94,83,56,71,53,35,Arts
98,93,80,75,42,89,Engineering
80,93,44,56,35,57,Commerce
82,93,48,87,77,37,Arts
48,85,76,46,49,86,Arts
35,95,84,99,99,49,Medical
48,68,91,67,39,45,Arts
69,83,96,59,84,51,Arts
65,56,55,51,39,63,Arts
78,74,87,73,49,71,Arts
40,33,88,62,87,39,Commerce
90,91,79,48,99,36,Engineering
100,54,64,85,31,93,Commerce
57,97,95,83,45,31,Commerce
42,66,99,53,55,58,Arts
39,69,81,76,100,60,Arts
59,31,69,37,90,31,Arts
98,66,54,68,52,56,Commerce
95,66,41,37,76,48,Arts
35,55,88,78,86,51,Commerce
60,92,93,41,94,60,Arts
67,43,75,91,45,54,Arts
67,73,62,61,65,100,Commerce
46,63,97,72,89,53,Arts
89,78,87,34,39,85,Engineering
85,35,53,94,65,84,Commerce
80,65,37,47,67,74,Arts
51,60,77,47,93,35,Arts
45,62,39,61,30,95,Commerce
38,39,47,96,48,57,Arts
60,32,59,92,67,44,Commerce
41,50,30,80,45,98,Arts
99,65,97,48,72,39,Engineering
80,56,44,75,37,74,Commerce
77,91,79,81,30,49,Arts
75,46,40,66,70,44,Arts
61,81,48,56,48,56,Arts
53,44,50,42,79,62,Arts
92,36,33,94,51,38,Commerce
77,55,90,73,50,97,Commerce
54,46,90,78,100,50,Arts
48,47,90,49,71,45,Commerce
47,68,91,93,47,35,Commerce
34,60,58,41,72,85,Arts
100,77,62,35,34,49,Commerce
49,71,44,86,60,69,Commerce
78,67,77,94,38,81,Commerce
66,30,93,55,94,54,Arts
74,95,50,85,97,46,Arts
83,56,42,41,31,36,Arts
58,71,95,88,74,34,Arts
81,59,79,90,81,87,Commerce
81,94,99,51,35,31,Engineering
51,39,90,100,55,45,Arts
54,52,38,40,89,77,Arts
85,37,42,50,46,42,Commerce
100,50,74,45,36,63,Commerce
75,34,63,71,92,73,Arts
53,68,64,81,57,33,Commerce
74,80,58,79,47,31,Arts
95,51,82,89,52,82,Commerce
90,81,75,49,95,95,Commerce
62,72,38,95,31,99,Commerce
96,64,42,95,55,30,Arts
48,79,68,53,70,81,Commerce
82,39,60,46,47,72,Arts
48,32,79,34,33,70,Arts
42,92,76,79,56,90,Arts
59,43,83,64,71,39,Commerce
80,98,71,49,47,88,Commerce
96,49,82,90,67,95,Commerce
40,52,54,32,90,65,Arts
49,36,81,96,40,98,Commerce
63,57,55,51,92,84,Arts
42,31,96,51,83,89,Arts
54,78,69,92,57,53,Arts
99,89,82,64,98,70,Engineering
76,47,84,60,92,60,Commerce
66,47,36,54,87,38,Commerce
70,81,46,93,30,51,Arts
98,92,49,90,90,77,Commerce
45,51,35,45,89,58,Commerce
71,92,31,47,77,87,Commerce
42,30,81,61,70,78,Arts
68,54,43,74,64,34,Commerce
56,89,84,62,68,42,Commerce
30,63,98,56,64,33,Commerce
50,52,46,46,91,89,Commerce
34,89,49,89,32,76,Commerce
34,44,95,30,48,92,Commerce
76,87,92,43,58,48,Arts
33,50,88,50,36,100,Commerce
52,47,72,79,87,85,Arts
71,84,35,83,83,90,Commerce
90,36,34,72,51,94,Commerce
44,71,84,69,56,64,Commerce
76,98,66,79,40,48,Commerce
61,75,66,36,61,74,Arts
30,65,81,46,83,45,Commerce
43,67,96,43,68,53,Arts
36,47,99,98,74,77,Arts
96,52,49,34,86,49,Commerce
72,77,77,76,60,85,Commerce
37,65,70,70,32,57,Commerce
55,31,40,54,64,84,Commerce
35,83,38,87,71,77,Commerce
94,98,80,58,80,47,Engineering
64,58,72,73,88,57,Commerce
86,76,83,43,88,83,Commerce
92,69,72,71,61,93,Commerce
42,35,47,58,42,68,Arts
100,34,73,99,96,45,Arts
93,33,72,98,74,77,Commerce
79,60,82,49,64,53,Arts
92,49,46,95,48,49,Arts
92,85,36,45,69,82,Commerce
65,64,75,64,77,35,Commerce
40,47,63,96,30,63,Arts
95,63,66,96,95,69,Arts
65,36,53,30,99,76,Commerce
93,70,44,31,100,52,Commerce
55,74,64,40,42,45,Commerce
68,99,38,57,49,33,Arts
72,87,84,34,89,93,Commerce
44,80,74,46,68,86,Arts
38,52,69,85,54,80,Arts
72,68,86,57,32,51,Commerce
33,88,89,34,92,31,Commerce
69,53,48,53,84,55,Commerce
32,45,87,53,46,97,Commerce
89,79,64,81,41,75,Arts
71,76,71,82,56,69,Arts
37,54,95,53,32,78,Commerce
62,48,35,74,48,71,Arts
63,82,35,95,72,53,Commerce
60,93,72,32,51,95,Commerce
57,82,43,40,49,64,Commerce
45,63,34,93,91,97,Arts
64,97,46,34,82,61,Arts
65,39,93,50,52,95,Commerce
53,40,88,34,99,40,Arts
30,41,37,97,85,87,Arts
83,59,39,37,66,57,Arts
41,32,56,87,45,73,Arts
76,97,72,66,93,78,Arts
97,36,96,90,69,75,Commerce
33,45,72,35,48,92,Arts
55,70,38,54,61,38,Arts
81,39,41,66,65,65,Arts
82,37,70,60,79,60,Commerce
84,42,79,37,56,92,Commerce
45,36,52,62,33,38,Commerce
57,73,39,47,80,99,Commerce
53,36,84,55,68,89,Commerce
65,78,85,92,98,97,Commerce
30,65,86,94,36,91,Commerce
39,56,39,38,54,54,Arts
68,81,60,100,41,57,Arts
62,94,59,92,70,88,Arts
42,47,43,77,88,91,Commerce
80,55,47,47,31,71,Commerce
82,77,69,67,37,93,Commerce
91,71,47,50,75,98,Commerce
90,31,67,79,43,31,Commerce
71,62,64,33,100,92,Commerce
73,43,39,92,48,96,Commerce
47,44,37,44,88,85,Arts
41,51,70,73,81,61,Commerce
66,62,84,93,31,45,Commerce
69,78,31,86,51,46,Arts
74,67,68,87,75,91,Commerce
66,79,75,97,60,97,Commerce
67,72,54,72,42,71,Arts
99,90,99,32,68,40,Engineering
30,97,32,82,86,64,Arts
94,94,57,79,74,60,Arts
75,57,72,87,48,53,Arts
99,42,80,80,100,77,Commerce
32,83,63,61,50,60,Arts
34,30,68,72,37,49,Commerce
90,86,73,44,86,70,Arts
99,87,77,78,37,60,Engineering
72,90,55,84,99,54,Arts
49,40,78,94,61,86,Arts
73,67,100,67,86,97,Commerce
60,53,69,39,66,67,Arts
95,62,31,70,83,61,Arts
97,87,84,95,32,91,Engineering
68,41,51,88,72,38,Commerce
57,44,80,43,70,65,Commerce
40,31,100,61,98,34,Commerce
60,99,84,46,42,69,Commerce
52,69,74,55,44,54,Commerce
65,40,97,54,56,40,Arts
37,52,75,94,46,79,Arts
93,89,58,55,95,44,Arts
68,72,33,43,76,83,Arts
99,86,89,32,53,59,Engineering
80,83,98,81,75,72,Engineering
54,82,64,96,82,98,Commerce
84,32,43,81,88,41,Arts
72,46,67,68,33,99,Commerce
73,49,36,57,99,37,Arts
55,51,88,62,52,89,Commerce
56,97,91,94,61,78,Medical
66,44,85,60,46,30,Arts
80,61,75,79,87,64,Arts
58,71,77,69,35,55,Commerce
100,89,97,85,34,57,Engineering
46,61,45,48,53,79,Commerce
61,65,85,85,92,31,Arts
43,54,41,89,59,57,Commerce
64,47,65,53,45,67,Arts
81,85,55,72,83,64,Arts
69,42,62,100,84,30,Commerce
43,90,37,67,40,96,Commerce
78,87,32,74,75,99,Commerce
52,64,64,76,64,60,Arts
30,52,79,69,100,40,Commerce
68,38,76,64,90,35,Arts
79,59,78,77,64,97,Commerce
81,69,73,50,53,90,Commerce
52,39,34,95,78,48,Arts
61,84,88,72,89,31,Arts
46,58,60,33,40,43,Arts
70,98,61,76,90,83,Arts
78,43,71,49,65,44,Commerce
49,89,73,47,47,53,Commerce
53,86,91,74,47,79,Arts
95,84,87,33,90,56,Engineering
84,62,36,98,79,69,Arts
39,56,70,89,30,87,Arts
62,88,67,52,77,47,Arts
88,90,52,73,34,78,Commerce
74,97,63,77,95,98,Commerce
72,79,58,56,94,78,Arts
33,31,90,81,77,67,Commerce
72,39,58,47,65,30,Commerce
46,62,43,100,64,52,Commerce
43,66,87,36,49,59,Commerce
42,56,81,83,98,60,Arts
87,71,35,92,86,56,Arts
57,34,37,70,30,31,Arts
72,97,55,30,60,34,Commerce
92,44,89,55,36,93,Commerce
90,77,31,70,67,82,Commerce
39,71,46,65,31,92,Commerce
78,65,59,32,51,89,Commerce
84,89,41,82,48,77,Arts
37,36,50,86,39,78,Arts
48,70,45,30,72,78,Commerce
87,72,74,53,34,37,Arts
77,80,68,99,88,69,Arts
89,64,87,91,57,58,Arts
82,65,49,64,85,78,Arts
52,85,76,72,98,38,Arts
30,53,90,95,92,64,Arts
46,88,94,45,72,78,Arts
61,49,97,93,52,88,Arts
70,94,42,37,49,72,Arts
86,78,50,93,79,68,Arts
35,50,98,62,69,94,Commerce
98,46,66,91,54,70,Arts
69,41,35,46,100,36,Arts
58,95,47,57,93,43,Arts
54,79,99,71,39,92,Arts
89,69,62,81,91,99,Commerce
78,81,35,88,62,35,Commerce
61,77,62,58,56,76,Arts
48,91,66,53,94,55,Arts
32,58,37,40,56,87,Commerce
82,35,69,71,60,77,Commerce
46,45,93,53,45,97,Commerce
81,83,99,56,31,59,Engineering
64,73,80,100,81,70,Arts
38,58,99,85,33,77,Commerce
61,60,57,98,97,53,Arts
65,94,89,88,41,46,Arts
64,68,57,60,52,72,Commerce
75,67,44,89,78,76,Arts
94,55,62,99,60,46,Arts
77,50,90,45,37,35,Arts
85,96,36,62,73,60,Commerce
74,45,45,52,55,65,Commerce
70,70,48,55,83,65,Arts
36,46,69,86,75,62,Arts
89,52,100,71,44,54,Commerce
68,90,78,32,76,81,Arts
77,88,86,55,43,37,Commerce
73,56,54,35,78,71,Commerce
32,75,34,35,45,44,Commerce
95,39,44,69,67,31,Arts
64,38,71,32,86,37,Arts
52,65,71,68,97,67,Arts
37,74,81,95,71,99,Arts
34,99,41,30,92,83,Commerce
62,35,54,89,94,81,Arts
39,98,34,47,34,65,Arts
68,32,91,73,63,39,Commerce
61,62,47,30,94,54,Commerce
99,87,66,46,31,37,Engineering
42,48,82,67,52,89,Commerce
31,59,66,53,67,30,Arts
74,87,73,93,63,79,Arts
92,68,59,77,65,88,Commerce
92,33,81,100,66,43,Commerce
64,31,42,60,96,50,Commerce
36,35,68,63,37,62,Arts
83,54,73,54,47,78,Arts
42,96,36,43,100,85,Arts
72,67,40,71,38,66,Arts
32,98,64,89,81,63,Arts
95,80,82,64,56,42,Engineering
93,79,41,54,76,50,Arts
49,60,62,70,89,50,Commerce
49,58,83,34,99,98,Commerce
65,67,59,69,50,55,Commerce
82,44,39,64,60,49,Commerce
74,95,74,48,74,53,Commerce
77,82,56,50,87,66,Commerce
76,42,34,68,83,73,Arts
70,63,59,31,83,42,Arts
70,36,97,78,68,45,Commerce
91,58,72,86,59,86,Commerce
50,72,98,65,45,79,Arts
93,92,42,44,76,39,Commerce
90,83,83,90,49,61,Engineering
65,51,68,60,34,47,Commerce
60,75,73,91,30,44,Arts
76,63,78,90,59,31,Arts
62,33,98,37,86,78,Commerce
50,76,72,55,83,48,Commerce
53,86,41,40,40,37,Commerce
80,84,36,30,32,99,Commerce
39,45,40,91,35,38,Commerce
75,61,43,73,51,55,Arts
62,51,31,87,67,85,Arts
92,33,91,96,69,74,Commerce
34,74,90,89,95,99,Arts
93,37,49,31,57,66,Commerce
50,83,48,39,59,40,Commerce
91,80,85,72,85,77,Engineering
57,46,79,64,86,96,Commerce
66,63,49,72,53,62,Commerce
58,45,44,75,76,53,Commerce
50,98,57,39,70,65,Commerce
51,65,45,97,92,94,Arts
86,83,73,92,40,67,Arts
85,66,97,58,69,63,Arts
51,77,78,56,40,72,Commerce
40,90,83,99,31,57,Medical
31,95,50,76,83,52,Arts
80,78,45,81,76,81,Commerce
90,64,44,57,74,70,Commerce
40,61,59,50,54,58,Commerce
90,53,53,91,41,34,Commerce
43,70,47,94,58,98,Arts
47,69,68,71,68,65,Commerce
56,66,77,93,39,36,Commerce
41,89,99,60,30,46,Commerce
74,91,91,41,48,78,Arts
67,67,78,94,99,48,Arts
90,50,97,39,50,65,Arts
53,89,32,71,78,58,Arts
64,68,67,77,39,42,Commerce
100,55,85,71,56,43,Engineering
50,81,91,91,89,34,Arts
92,74,64,40,34,43,Arts
83,92,33,53,78,52,Arts
65,73,40,63,93,44,Commerce
46,100,41,85,38,45,Commerce
46,57,84,54,67,87,Commerce
88,99,79,96,58,71,Engineering
83,94,91,39,65,45,Engineering
87,81,75,44,44,78,Commerce
97,31,89,89,74,49,Arts
42,30,73,100,66,65,Arts
97,57,76,68,33,45,Commerce
41,44,57,100,64,87,Commerce
88,37,72,49,48,47,Commerce
48,99,89,98,83,40,Medical
56,47,77,67,83,81,Commerce
79,61,41,87,84,45,Commerce
60,77,31,68,47,40,Arts
48,52,33,65,36,82,Arts
60,74,99,53,74,39,Commerce
92,69,56,66,82,94,Commerce
86,90,52,67,71,88,Commerce
71,74,31,74,79,35,Commerce
39,45,53,57,35,91,Commerce
80,76,98,96,93,37,Medical
87,61,84,69,80,52,Arts
64,58,34,39,81,95,Commerce
86,92,100,44,57,78,Engineering
53,69,67,73,97,57,Commerce
50,80,90,84,88,52,Arts
81,31,89,43,61,32,Arts
48,33,32,63,47,72,Commerce
72,42,37,52,63,33,Arts
56,73,37,91,35,32,Arts
46,79,91,81,82,99,Commerce
75,34,38,39,57,39,Commerce
47,82,72,63,99,71,Arts
71,96,43,50,39,88,Commerce
59,31,33,57,56,93,Commerce
45,37,59,59,41,32,Arts
33,73,76,43,48,87,Commerce
31,63,33,47,89,76,Commerce
84,55,87,66,58,82,Commerce
99,51,92,81,48,73,Engineering
76,69,33,77,79,60,Arts
76,95,49,70,38,77,Commerce
90,100,66,69,94,31,Engineering
94,98,86,67,90,79,Engineering
40,95,75,81,33,66,Commerce
36,73,72,98,74,41,Commerce
65,94,64,32,83,91,Commerce
80,34,69,77,77,43,Arts
50,66,50,35,30,60,Arts
83,88,49,94,89,76,Arts
61,51,50,61,49,46,Commerce
66,72,47,89,32,39,Commerce
91,71,39,99,38,69,Commerce
32,96,46,100,39,74,Arts
32,73,33,86,31,82,Arts
49,70,59,65,33,32,Arts
81,48,94,31,33,93,Commerce
34,67,88,82,61,98,Arts
66,58,55,75,50,85,Commerce
49,96,82,67,92,65,Arts
86,40,88,88,42,61,Commerce
93,61,57,38,56,97,Commerce
81,44,99,66,64,31,Arts
64,98,53,76,81,51,Arts
52,83,75,72,40,66,Arts
60,31,44,74,37,50,Commerce
63,94,68,37,76,75,Arts
38,61,63,59,89,68,Commerce
99,50,92,94,67,91,Engineering
51,71,31,85,71,38,Commerce
47,51,58,40,100,56,Arts
85,55,47,83,49,32,Arts
91,79,55,73,62,44,Commerce
84,35,61,100,30,61,Commerce
77,90,98,62,64,75,Engineering
37,56,79,83,71,61,Commerce
47,46,60,88,95,58,Arts
64,73,50,62,100,88,Commerce
40,47,31,99,95,39,Commerce
79,70,34,71,97,67,Commerce
44,94,87,51,45,64,Commerce
65,92,77,54,62,39,Commerce
99,97,49,48,66,52,Engineering
78,80,82,60,91,53,Arts
36,42,52,41,61,66,Arts
92,56,36,34,61,55,Commerce
37,51,37,51,41,59,Commerce
93,71,84,36,88,64,Engineering
49,95,37,85,87,74,Arts
30,61,35,68,95,66,Arts
47,40,98,44,32,31,Commerce
46,77,62,82,41,69,Commerce
70,39,53,33,46,33,Arts
68,97,33,39,51,64,Commerce
72,47,48,50,95,94,Commerce
33,48,69,94,100,42,Commerce
39,32,99,53,44,100,Commerce
83,90,92,73,84,56,Engineering
46,55,71,65,97,93,Arts
96,34,96,30,35,65,Arts
56,74,31,98,82,67,Commerce
56,74,97,92,49,55,Arts
33,78,91,68,90,43,Commerce
71,61,48,89,66,97,Commerce
36,76,94,54,34,92,Arts
56,99,75,87,57,100,Commerce
92,95,95,45,99,85,Engineering
65,53,61,89,44,74,Arts
52,77,98,92,76,87,Arts
36,75,82,66,75,52,Commerce
58,52,46,99,70,74,Commerce
94,78,77,35,82,82,Engineering
94,51,32,79,34,37,Arts
53,39,60,55,80,87,Commerce
93,86,44,82,56,97,Commerce
31,81,92,33,54,69,Commerce
59,98,41,85,68,92,Commerce
43,37,37,87,68,47,Commerce
55,79,67,78,49,82,Commerce
96,58,98,86,50,57,Engineering
40,89,62,89,58,31,Arts
94,54,65,65,60,75,Commerce
67,75,90,51,89,46,Commerce
65,32,87,89,64,100,Commerce
68,46,88,97,77,39,Arts
31,71,73,90,62,46,Arts
56,46,72,50,71,92,Commerce
66,74,56,85,36,86,Arts
59,35,46,83,34,90,Arts
77,63,54,31,80,86,Commerce
88,67,79,33,54,60,Arts
45,67,76,68,36,46,Arts
77,71,97,36,96,99,Commerce
97,74,61,62,84,59,Arts
36,57,67,54,88,37,Commerce
51,68,98,33,89,37,Commerce
39,79,100,37,95,35,Arts
60,83,90,62,60,48,Commerce
68,97,96,71,34,38,Arts
40,82,75,75,98,46,Commerce
74,79,73,84,86,63,Arts
95,56,42,54,62,100,Commerce
45,58,98,38,92,33,Arts
64,58,67,73,83,80,Arts
74,30,64,35,70,54,Commerce
37,64,38,55,52,52,Commerce
60,95,61,60,78,66,Arts
91,50,47,84,50,68,Arts
95,90,86,82,85,88,Engineering
59,57,93,87,85,35,Commerce
38,96,83,65,61,66,Commerce
83,41,68,84,77,75,Arts
36,40,93,81,100,97,Arts
64,70,71,50,62,97,Commerce
39,71,67,30,72,85,Arts
72,42,49,61,52,40,Arts
44,81,73,93,93,67,Arts
88,32,93,32,43,91,Commerce
82,33,36,52,94,56,Arts
84,77,78,88,75,38,Arts
53,84,54,69,96,42,Arts
80,93,47,75,63,54,Arts
82,74,97,85,96,35,Arts
42,91,45,87,96,73,Arts
91,98,35,82,100,71,Arts
47,77,56,36,72,38,Arts
76,66,38,66,35,100,Commerce
89,80,99,90,76,88,Engineering
80,65,63,43,34,99,Commerce
83,99,81,64,78,66,Engineering
93,97,33,67,35,77,Commerce
59,48,55,58,51,44,Commerce
39,31,84,79,74,43,Arts
81,43,69,49,72,42,Commerce
97,80,68,48,54,43,Engineering
55,90,80,65,52,77,Commerce
84,51,78,85,44,33,Arts
59,77,49,43,64,71,Arts
39,53,72,94,78,74,Commerce
43,95,54,39,51,99,Commerce
91,93,67,87,65,33,Engineering
67,90,53,63,83,39,Commerce
75,65,75,95,65,42,Arts
89,95,62,82,84,39,Arts
83,43,95,94,84,95,Commerce
56,74,86,69,97,83,Arts
31,50,49,67,59,83,Commerce
33,63,57,38,74,80,Arts
50,75,72,46,30,50,Commerce
52,87,33,89,94,50,Commerce
82,50,37,64,76,41,Commerce
62,86,93,45,80,88,Arts
72,54,40,73,62,71,Commerce
85,36,49,35,90,99,Commerce
45,72,63,99,81,47,Commerce
76,55,72,96,70,46,Commerce
76,83,83,69,54,59,Arts
95,35,46,43,86,61,Arts
92,47,89,97,40,36,Arts
42,90,36,66,36,62,Commerce
86,75,58,92,82,37,Arts
83,100,34,55,55,78,Commerce
89,38,91,80,62,53,Arts
85,96,78,37,86,50,Engineering
69,67,59,57,40,39,Commerce
93,73,75,52,36,75,Commerce
63,56,55,73,52,83,Commerce
40,54,58,88,32,36,Commerce
82,32,70,71,48,92,Commerce
83,96,63,46,82,49,Commerce
77,81,85,45,62,45,Arts
56,70,33,86,86,85,Arts
63,60,67,77,49,92,Commerce
100,97,43,79,65,86,Engineering
43,43,96,50,90,87,Commerce
85,61,94,37,40,41,Commerce
74,82,86,84,37,78,Arts
83,97,87,96,63,86,Engineering
97,88,83,41,80,73,Engineering
73,64,46,93,79,68,Arts
70,93,43,38,63,36,Commerce
100,52,52,98,71,44,Commerce
45,51,55,99,48,45,Arts
96,98,75,89,95,68,Engineering
65,32,99,79,57,30,Arts
46,47,44,38,50,59,Commerce
45,34,74,48,69,79,Arts
97,79,95,63,57,65,Engineering
80,49,53,49,92,68,Commerce
90,42,51,73,49,42,Arts
57,60,83,87,40,67,Arts
96,90,37,69,99,66,Arts
95,92,36,65,60,46,Commerce
85,75,99,43,82,51,Engineering
80,51,72,38,47,43,Arts
66,56,72,72,48,74,Arts
33,64,47,53,31,60,Arts
60,32,94,46,86,80,Arts
100,88,89,39,36,30,Engineering
78,44,85,88,32,84,Commerce
35,90,37,64,41,42,Arts
38,74,59,63,79,77,Commerce
94,60,55,75,97,39,Arts
36,39,98,91,100,35,Arts
34,65,60,73,65,75,Commerce
70,43,81,45,67,53,Commerce
73,50,33,77,48,86,Commerce
47,43,91,52,54,82,Arts
59,38,70,67,86,41,Arts
42,37,70,42,33,34,Commerce
56,75,30,99,74,73,Commerce
56,80,56,40,74,46,Arts
49,33,53,31,100,36,Commerce
45,50,58,90,92,99,Commerce
32,60,60,78,39,79,Commerce
30,72,97,86,89,49,Arts
72,63,52,84,74,68,Arts
77,55,75,35,31,72,Commerce
91,37,60,42,59,67,Arts
79,54,95,58,40,43,Arts
59,67,38,85,48,90,Commerce
87,92,68,92,69,35,Arts
90,86,94,72,61,36,Engineering
35,46,32,33,46,75,Arts
67,91,60,35,87,71,Arts
85,46,61,62,73,89,Commerce
45,87,32,45,97,38,Commerce
36,53,66,32,99,74,Arts
76,74,51,32,47,49,Commerce
100,44,48,44,86,75,Commerce
